id	type	name	displayName
38f310cb-9205-471f-afa3-832547a0f33f	ChallengeSO	BalanceActiveAmp	Balance: Amplified Active
38f53d08-e554-4ec8-99f9-762c6bacd8bb	UpgradeSO	AspectRituals	Aspect: Rituals
393bb4ad-6baf-4a0a-a7c8-a8bde902e5d3	AttributeSO	HasRequirements	Has Requirements
3950a2b3-28ad-4d39-945f-bf6223177e4b	TutorialSO	TutorialWorldAspect
395c806b-4cff-462b-bdd2-0233f8e1883e	ResearchSO	GreaterAttunement	Greater Attunement
396a3c5d-1d4e-4fa5-8079-3b2ac625cd80	PassiveAbilitySO	HellishReaverPassive	Hellish Reaver
398434cb-f786-4eef-87f6-3d35efa0511e	ViewListVariable	ScholarViews
399623bf-9407-4c44-8478-b72d5c499d0e	AttributeSO	ElementalResonance	Elemental Resonance
399e57fe-cafd-4537-a5a2-1298d5889481	LocalizedStringSO	CharacterAction
3a12c6bc-1105-40f0-913e-a6b14aa0811d	ResearchSO	TechArchmagus	Tech Archmagus
3a368304-adfc-4a45-b533-04963a792a03	ViewSO	WorldDimensional	Dimensional
3a533209-918d-4ff2-9352-bbcdaab170d7	ResearchSO	ExpandedGlyphTable2	Grand Glyph Table
3a609f91-a7b0-4061-abdf-bba47399c38f	UpgradeListVariable	AlchemyUpgradesList
3a7f00f5-b2d7-449d-ab00-1fe3e23207c1	StructureSO	ScholarsBook	Scholar's Book
3a856644-1e3a-4090-a017-2d6a23bf4c58	DoubleVariable	SpellCriticalPenalty	Crit Chance Penalty
3a946537-28c9-43de-8ecd-7c75540475cf	ViewListVariable	TimeViews
3a9ff40d-cffb-4276-85b6-37a3baa751ba	ResearchSO	ParallelDismantling	Parallel Dismantling
3ab0014b-e6c8-474a-9610-8c5b04c30ac6	CraftingStructureRefListVariable	AllCraftingStructures
3ab5fc9d-88d6-4665-97fc-30329ce9415d	EquipmentSO	GlovesOfPrecision	Gloves of Precision
3abd77a1-0128-49e7-9e43-71c515f5dd2c	PlotNodeActionSO	PNAVoidMossEnrich	Enrich Herbs
3acaa970-a98d-4226-a8e4-a3ec2080a841	ScalingWeightSO	AlchemyScalingMutagen
3adc0b89-8ff4-406e-b1da-c584caffed82	PlotNodeActionSO	PNAShapedLandCreateCraggySpire	Create Craggy Spire
3ae45ec0-4449-4903-b3d0-b5182e03dca3	ViewSO	ScreenAlchemy	Alchemy
3b0832a5-0dae-4df9-8024-4b8001685cf2	StructureSO	FocusAura	Focus Aura
3b0a738e-e945-4865-9dd1-d2635efa498e	AlchemyRecipeSO	BrewSorcerersSalve	Brew Sorcerer's Salve
3b17b54d-b9ac-49e9-9f8a-6565f6a7a7c3	ResourceListVariable	SelectedAlchemyResources	Selected Alchemy Resources
3b1d0dcb-ae2b-4215-8566-1462950cbb39	AdvancementSO	AdvPurgeStone	Purge Stone
3b7548b2-bee1-4bad-8405-90b037035bc0	SpellTypeSO	Cantrip	Cantrip
3ba11829-48b4-45b1-9fd9-65878c421016	StructureTypeSO	AuraStructures	Aura
3bcda733-1486-481a-aac3-2237fd8641aa	ResearchSO	ResearchScribing	Research Scribing
3c058189-44aa-41ff-97a6-dc11f9b4d376	PlotNodeActionSO	PNACraggySpireMelt	Melt
3c0b6872-ea32-4f00-a625-d6114b72921b	StructureSO	PrintingStation	Printing Station
3c6e6388-f151-4b7d-9d49-b28d105a6101	StructureTypeSO	PurityStructures	Purity
3c898ce2-3283-42e6-9082-6a01d1cf101a	ResearchSO	ExpertItems	Expert Items
3c8c6d69-d2ba-4b99-a75d-230c664912eb	LocalizedStringSO	AlchemyType
3cc4bc3e-1ded-45a4-92ef-037fceddec5f	AnimationSO	FireAttackAnim
3cd7a634-f132-4c4e-bbfc-2525f6c6ac8e	DoubleVariable	SpellEchoRating	Echo Cast Rating
3cdf1cc8-9913-4cce-be82-dc9fb9626928	StructureSO	StudyChemistry	Study Chemistry
3d2157bf-1cc6-41d0-82f4-19888edb01d2	GlyphListVariable	CoreSpellGlyphs
3d2524b2-bc49-48d9-b67e-18aa69ea09ee	DoubleVariable	TreasureRatingLimit	Treasure Chance Limit
3d4b688c-6c39-49e5-9db3-40de1b0e292b	ScalingWeightSO	PotionResEffect
3d65e427-c1c8-49a6-aad1-310aeaad1a9f	UpgradeSO	PlanningPaper	Planning, Paper
3d88faf4-976c-4a86-a3bb-ce2c1ab8905a	EquipmentListVariable	AllEquipment
3d91d27b-2150-4687-b18b-551cfc1eadd2	StructureSO	Upheaval	Upheaval
3d94a4dd-aead-4530-b955-2d65b5442c06	PassiveAbilitySO	LuckyTokenPassive	Lucky
3db1dbd6-120e-4201-af6e-b269dd374b0b	StructureSO	ThistleCultivation	Thistle Cultivation
3de0f46f-5f2d-4f37-ac98-41804f48015e	ChallengeSO	FocusImprovedCombat	Focus: Improved Combat
3de36957-282d-4619-a446-bdff56636a9b	StructureSO	MagicBook	Magic Book
3deaac19-e7f5-4f9f-8f97-5cc4ea66a213	UpgradeSO	UrnWater	Hydro Expansion
3e184b9c-7d68-49c2-b6fa-0dbf5812e9c2	HarvestElementSO	IronwoodTree	Ironwood
3e1c6e59-d2e1-460b-a7f9-d782e54ba57b	ViewSO	ThoughtsView
3e221df7-ceeb-45f8-959b-12b4538ed494	ChallengeSO	FocusImprovedMaterials	Focus: Improved Materials
3e688c17-c884-4617-bb5e-1a40e2bf078d	ModifierListVariable	Empty
3e72ee71-8099-4306-8596-34362f3364df	TimeRuneSO	TimeCognitiveScaling	Cognitive Scaling
3e8213b3-89b4-4011-ac1e-11b07864b5e4	CharacterActionSO	SummoningSickness	Summoning
3e96354a-97f0-436e-9e0d-a92bdbbef96e	ResourceListVariable	EquipmentTypeUpgradeResources
3e997628-2429-42bb-a759-152f45ca5864	IntVariable	MaxAlchemyBrewingSlots	Brewing Slots
3ea82f28-18bd-41af-b2d7-199ea397e190	UpgradeSO	CreateCompulsionStone	Compulsion Stone
3eafcd87-8325-4d5f-83c6-5a8862d57dd6	AttributeSO	ResourceAttributeCost	Attribute Cost
3eb68f6f-c2f2-405a-88d2-e5c80345aeb4	PlotNodeActionSO	PNATreasureTreeCollect	Collect Treasure
3eb6cf04-3760-42e3-8c18-cede2895b72b	LocalizedStringSO	Consumable
3ed37327-e0c1-45de-bcc1-01a2923a2cbf	AlchemyRecipeSO	EnchantMental	Enchant Mental
3ee502aa-8d21-4b5d-9893-398eadbd9d38	UpgradeSO	LearnFormation	Learn Formation
3f03ab93-9741-490c-98cd-876316353576	ChallengeSO	BoonSpeed	Boon: Speed
3f1fcf6d-da72-4397-9cc7-0e92254b78d3	ResourceSO	ExpArtificer	Artificer Xp
3f65b62a-f16a-48f3-b667-09cc50c694a2	ScalingWeightSO	ChallengeBalanceEffect
3f6d0184-7833-45fd-9d4d-04855b67bd69	ConsumableSO	TransmutationOil	Transmutation Oil
3f6eff9a-fda5-4ea8-b481-6fdcb93d4184	KeyBindingVariable	GoToDimensional	Go To Dimensional
3f7c37d8-054a-4886-8413-d25459d954bc	ScalingWeightSO	FruitEffectScaling
3f86f7d6-8662-4b9e-8c37-6d462a8eb451	SpellRecipeSO	PsionicForging	Psionic Forging
3f898375-940b-41d5-a84e-c9485c6a82d7	DiscoveryTreeSO	EquipmentDiscoveryTree	Artifact Discoveries
3f8ccba2-0481-4401-b269-978600cb0208	TimeRuneTypeSO	RuneTypeGlobal	All
3f8e6623-d250-4402-afd5-165a9c37a396	UpgradeSO	ArtificerSkill	Artificing Skills
3faf894b-408b-4a7a-afb2-b4835a0c3242	ResearchSO	ParallelCasting	Parallel Casting
3fbb56d2-2c59-4aaf-8d02-9069e2325474	UpgradeSO	WizardrySigil	Sigil Casting
3fdb6158-8774-4378-8a70-42c595d0e5e3	TimeRuneSO	TimeAbilityTempo	Ability Tempo
3fddff69-4405-4eb4-8e0f-3fd5dc7723d0	PlotNodeActionSO	PNAWaterSpringEnrich	Enrich Soil
3ff1f82a-2eb2-40a7-8a73-39a44c129e2d	StructureSO	Physicality	Physicality
40137020-ba7d-4cfe-92ce-7bce8ad4e3fd	TimeRuneSO	TimeCastingTempo	Casting Tempo
409573cc-7279-491a-9c75-79a5434fb897	ChallengeSO	BoonDecay	Boon: Decay
409bce8d-9fe1-44a1-970a-7acdf69d6c24	SpellRecipeSO	Construct	Construct
40d12e29-80a3-4d24-8a0b-24fb474fb6a3	LocalizedStringSO	AnimationEffect
41189644-e6ed-4a25-9ba3-46d2bb57240e	AlchemyRecipeSO	AnalyzeEssence	Analyze Essence
4139e87e-0619-4cda-88a4-0e4d50a4d90e	ViewSO	WorkshopArtifactLoadout	Loadout
414d5f1c-335b-4426-bcd1-d74fdd436bfa	PassiveAbilitySO	AbsorptionTokenPassive	Absorption
4192d0ea-146f-4d1e-b9e6-3cd029a0bf5e	PlotNodeActionSO	PNAVoidMossMagebloom	Create Magebloom
41a6d106-5d7c-4cb4-8dbf-f871c2dc03aa	UpgradeSO	ImbueCognitiveDisk	Imbue Cognitive
41aad04c-edc5-4eda-ad0b-0d4f8d9f79bb	ChallengeSO	BalanceBigEquipment	Balance: Big Equipment
41fbcbfe-3b9d-4004-9a6a-ab6caa2d69dd	AnimationEffectSO	DustEffect
41fc6558-e794-48c4-a29d-bc15d76118e8	PassiveAbilityTypeSO	StagnatingPassiveType	Stagnating
420715d2-1dae-4bd7-b693-c430db30b555	ResearchSO	ImprovedStudy	Improved Study
421f5c9c-215d-42fe-acf6-ca9a4b1f9b4d	AttributeSO	RitualLevel	Ritual Level
422374e8-0280-49b4-96b3-fde360a5ef92	AnimationSO	ParticleResourceGeneration	Particle Resource Generation
422dbf76-4d4f-4836-8763-ea59e59be951	AttributeSO	TimeScaling	Time Scaling
424fc61a-8a6a-4f33-82b7-189f3a12a14b	GlyphSO	Nature	Nature
425f5bdb-6a5f-483b-895b-f00e98ab3370	PassiveAbilityTypeSO	AilmentPassiveType	Ailment
4263c888-2034-498d-acf8-a82617e850b9	ViewSO	MagicReserveLevel	Magic Reserve Level
42640d6e-0c38-4dda-903c-68eecfbb0a6f	PrerequisiteLinkSO	MiningUnlocked
4288498f-2fb9-4a1a-a7fb-cf402dc7c4bc	ModifierListVariable	Upgrade_Imbue
428950a0-e869-4674-96b9-9d171fccba1a	EquipmentSO	RobesOfConstruction	Robes of Construction
4291f801-247f-49e4-b77f-09737dc17794	IntVariable	MaxAutoLearnSlots	Max Auto-Learn Slots
429a9e28-4617-4e31-bb73-0e2c46df5a44	StructureTypeSO	ArtificerStructures	Artificer
42a72737-a762-4394-bcb7-c27d55978b59	AttributeSO	DiscoveryTreeRerollsLeft	Rerolls Left
42cb5c5b-b995-4070-abad-940c50df20f1	TimeRuneSO	TimeMaterialScaling	Material Scaling
42d59732-430d-47e1-8163-5f623b0c7107	ScalingWeightSO	SpellAugSpecial
42e20a24-13ee-4714-bbd6-abcc1c1ce465	DisplayEffectSO	BoonChallenge
43013cc4-678b-4d28-afe9-0eea006bee2d	StructureSO	Florescence	Florescence
430da1f6-b02b-4ca2-8948-2c00929138a3	ViewSO	ScholarConceptLoadout	Loadout
4310aed1-3eb4-4db7-960c-177681809301	SpellRecipeSO	Recharge	Recharge
431109f1-9d88-4a9b-8782-9a9c0337f008	EquipmentSO	FocusStone	Focus Stone
435da7eb-0071-40ae-900c-f9b55b4341cc	AttributeGroupSO	PhysicalPrecisionGroup	Physical Precision
4360ab1a-b682-4db2-9a24-d4758d915fa3	ViewSO	PlayerStatsAchievements	Achievements
4373cca9-528c-47b8-89a6-8ee3c3e9f89f	StructureSO	WoodAxe	Wood Axe
43849828-f1d2-45c7-a769-96d4654a550c	TutorialSO	TutorialBeacons
43855e23-7ac6-4e01-ac46-e5ec0df03ec4	ResearchSO	MindMastery	Mind Mastery
43ba7bb8-4098-4e3b-97a6-5274194ed9df	AlchemyRecipeSO	EnchantExtraction	Enchant Extraction
43c194f5-cfda-4bc4-b8d1-a2ad511add2c	UpgradeSO	LabratoryEquipment2	Laboratory Equipment II
43ed66f1-bf77-4207-9ca3-bcd26d1f0959	ResearchSO	DualWieldRunes	Runic Mastery
43f61b80-da78-4ef2-b360-23ee78e078f5	ResearchSO	GreaterLearning	Greater Learning
443bc384-3df6-49ac-aa52-28abe080595c	ViewSO	RitualsDiscover	Discover
4459aecf-ddcc-45a7-beac-dde756cb8cf1	ScalingWeightSO	SlainRewards
445d64b5-4bfb-4c6c-80ae-5afacf7f245e	AttributeGroupSO	AllEchoRatingGroup	All Echo Rating
4468cc39-e6d3-41ab-97ff-3fdb8e294547	SpellRecipeSO	CreateSpring	Create Spring
44790240-6e8b-4b62-b282-eae9bea77e9a	ConsumableSO	Soulberry	Soulberry
44a7aa26-9f89-4270-a5b7-4807fa43a015	AchievementSO	Spellslinger	Spellslinger
44bdde45-178c-4cf4-9540-86177d3a2c38	AttributeSO	RitualCritDuration	Ritual Crit Duration
44e9d16e-02c6-4be9-bd73-98925c679083	BoolVariable	CancellableSpells
452678b7-62ae-447f-9953-3729ff8de8a2	TimeRuneSO	TimeSkillPersist	Skill Persist
45481b77-d5d1-4567-b4eb-c91eb151b0be	ModifierListVariable	TimeRuneAdvancementXp
4589c392-e64b-4045-9b60-2778a0a632ac	AttributeSO	AutoAttack	Auto Attack
45a0e50e-b62e-42d3-8491-5b213bfd1e27	AlchemyRecipeSO	EnchantTempered	Enchant Tempered
45c0d72d-8b06-4de7-b4a7-f44a71fd146c	ResourceSO	Elementia	Elementia
45c1d25b-f928-47c6-ba96-d620604cb0c1	CombatStatusSO	Empowered	Empowered
45c41a6a-432f-49c0-893a-145b1f03c0ea	UpgradeSO	CreateLifeStone	Life Stone
45cdb9eb-4346-4a62-97ad-084dbeca64fa	ResourceSO	OccultEssence	Occult Essence
45dda6d3-ce41-4e01-8815-1a94fc7bec9d	TutorialSO	TutorialIngots
45f049cc-4d1d-4609-be72-d93e68b632e9	AttributeSO	PlotNodeQuality	Quality
46014e49-a6cb-43ee-83b1-ed73b11b5e49	ResourceListVariable	ResourceNodeResoures
4602ad9e-8792-4dec-8e32-2f2564361f7c	SpellRecipeSO	CraftLightning	Craft Lightning
461dbd09-0dd9-40c9-9c97-5589e981bed7	RitualSO	Fabrication	Fabrication
4627e133-75c5-4dfc-8200-fc80d3db48ae	DoubleVariable	RitualJumpstartMod	Jumpstart Level Mod
463ac963-6cc9-4558-89fa-b02345f2387a	EquipmentSO	MetalClasps	Metal Clasps
465e8798-a802-4d44-b9c8-fe47fbb80380	ResearchSO	ParallelAgromancy	Parallel Agromancy
4668fc8c-8585-4c88-bb97-06c75ebddf75	ConsumableSO	Mindstone	Mindstone
466ce828-2379-4443-b031-cf68c9a6a03a	UpgradeSO	ImbueBeacon	Imbue Beacons
46cd860d-c846-400f-bae0-ee512156d2c2	ViewListVariable	CoreViews
46dcd428-8777-4595-8864-9945a886baab	GlyphSO	Bag	Bag
46e0ab83-df7c-4f35-8012-3d9a3c97b753	ConsumableTypeSO	Fruit	Fruit
46e178eb-30b7-48bf-87ff-bb798196492f	ResourceListVariable	TimeRuneUpgradeVariables
46eea2ec-c478-4ac3-960d-09ec96138d0b	ResourceSO	WeightPlots	Plot Capacity
46ff490e-3b49-4827-86fb-8a5e8ef06ecf	GlyphListVariable	SelectedEquipmentGlyphs
471e1ce5-18ab-446d-a3bc-fcaa17bda96e	ResourceSO	PsychicEnergy	Psi
472ceba4-0001-46f2-ba28-e9963a92ab9d	AttributeSO	AlchemyMasteryXp	Mastery Xp
4741fc0e-25c2-46fd-842e-2ada0974e7dc	EngagedEffectListVariable	GlobalEngagedEffects
4752455c-4648-4780-9b18-5cabe254801f	AttributeSO	InsufficientAttrReqPenalty	Attribute Req Penalty
47777914-428b-46ac-a12c-7a95ba9c70cf	InstanceScalingSO	EnchantmentInstanceScaling
477b49c5-9fc5-462f-bca2-c555790de12e	AttributeSO	EffectScaling	Effect Scaling
479693da-23d7-43c0-a7e3-272e55d2c3e2	ResearchSO	ExpertScholar	Expert Scholar
47a09ad7-37e3-4baa-885a-40b66f7932c8	ConsumableSO	MysticsMiracle	Mystic's Miracle
47ac504b-480c-43fb-a72b-e26e7c5ebfab	KeyBindingVariable	UseConsumable2	Consumable 2
47b42f82-39de-4641-a34d-b00e521aab28	UpgradeSO	UpgradeSpellBookLoadout5	Duplicate Spellbook V
47b787b9-d4cd-43c8-a7e3-63a1e4e0ae94	AlchemyTypeSO	Reductive	Reductive
47c28b6d-1902-4a3f-8cb6-342911936cac	ResearchSO	AttunementMastery	Attunement Mastery
47d01d1c-95b8-4d3f-b089-8c20536df2f3	AchievementSO	PerfectLuck	Perfect Luck
47e1359f-ce70-45b9-b438-59a0af696abd	SpellRecipeSO	ChannelSpark	Channel Spark
47fd15ba-1d69-4561-ae9a-fbcdd35e5183	KeyBindingVariable	CastSpell3	Spell 3
47fe9496-0323-483e-8427-4ac9480d7986	IntVariable	MaxGlyphSlots	Max Spell Creation Slots
481a23c1-6596-4b78-a4bf-74b54b830263	HarvestActionListVariable	AllHarvestActions
4838d877-d67a-4788-903e-4953bf43bd95	AchievementSO	StatBlock	Stat Block
4844d304-0972-48d2-a7dd-f20daa60dac5	IntVariable	CastingLevel	Casting Level
48582fe4-76ae-4e69-8b3e-73a8d9b177dd	LocalizedStringSO	View
4867ee97-c36f-41b3-a63d-e4b0dfba6d13	ResearchSO	ChargedSpells	Charged Spells
487a149b-5908-4bdc-805f-1d13e79f5840	ResourceSO	PointsTime	Time Advancement
48a1e2ae-aceb-4bf2-936d-417703435481	ResearchSO	ImprovedAuras	Improved Auras
48a37f9e-6ae5-4665-b500-a97f4f785897	StructureTypeSO	BattleStructures	Battle
48a4a5cd-db80-4dee-9aaf-d47d378a741f	DoubleVariable	TreasureRatingWorkshop	Workshop Treasure Rating
48dfa4f3-680d-4ca2-b83e-e65d852becbf	ChallengeSO	WeakenedCharms	Weakened Charms
4903e6d0-47f6-45a4-855a-d8cee8d9bd6b	AttributeSO	LoadoutAlchemy	Alchemy
49057abe-fe54-481e-99bc-2b82c3995c6b	ConsumableSO	ScrollExcellence	Scroll of Excellence
490cc306-b887-4453-b98e-2208137c5458	UpgradeSO	UnlockSpellOutputLevel	Spell Output Level
490fdfa0-77c1-4afa-beb7-8e4400a35f45	ChallengeSO	FocusImprovedSpecial	Focus: Improved Special
4911abaa-8b00-4590-9482-a223a7902f12	ResearchSO	GreaterSanctuary	Greater Sanctuary
4912da46-bf64-4e34-b267-54e466bcf506	ViewSO	WorkshopBench
49333dbb-3ba7-4816-8a89-224ee642ee1c	KeyBindingVariable	GoToCrafting	Go To Crafting
493bc05b-c1d2-4215-9879-06921de0e2e8	AdvancementSO	AdvTimeCasting	Casting Boost
4950a9e3-1b59-4bd8-829f-064617758926	IntVariable	AttributesDeveloped	Attributes Developed
4957711e-93c6-47ed-90fc-efb84464634c	AnimationSO	ParticleRayCircle	Particle Ray Circle
496e5fc7-d4aa-41c7-9c1b-dd4c19b79661	ResourceSO	WeightConcepts	Understanding Capacity
4970182d-5138-4770-8d95-dfab6597b351	ResourceSO	Hexsteel	Hexsteel
49925528-8d0f-45f6-9c0b-10ed0aa0e6c4	ResourceListVariable	EquipmentBandwidthResources
499b11af-def2-40db-b13e-fef2e21d42e5	AttributeSO	Rating	Rating
49aa64a5-2dd1-48f6-955f-89335d932b5c	AttributeSO	Channelled	Channelled
49d2aaff-dccf-4fe7-9808-c6f111e87958	PlotNodeActionSO	PNAVoidMossDarkThistle	Create Dark Thistle
49da8d21-0f6a-492e-bd9a-15531b1737d5	CraftingRecipeSO	CraftScrollLearning	Learning
4a044f76-e489-4d4f-b765-dd113334384c	ResearchTypeSO	AscendencyResearch	Ascendency
4a32711e-ba02-415c-8743-533c7464c2c7	UpgradeSO	UpgradeSpellBookLoadout8	Duplicate Spellbook VIII
4a4a6b79-4ce5-4c75-91f0-4d64679d6129	ConsumableSO	CastingGem	Casting Gem
4a57d776-a274-4990-a352-828dabc13b28	IntVariable	SpellsCasted	Spells Casted
4a59ce39-9128-4e07-b52a-5084343988fb	StructureSO	Destruction	Destruction
4a6b3490-bfcd-4cc6-aa4e-3d1831c6451f	ResearchSO	AdvancedMining	Advanced Mining
4a7683d8-1667-4754-9d63-e4f9abce3c1d	PlotNodeActionSO	PNAForceTreeGrowTreasure	Grow Treasure
4a9149ce-6ccc-4a01-b793-ec269959bb52	UpgradeSO	DruidryDarkThistle	Dark Thistle Druid
4aa5e087-64b5-4352-84e1-aef9859a54c8	GlyphSO	Extended	Extended
4aca5335-8365-4f26-b747-f65c21718c67	ScalingWeightSO	GlyphLeveling
4ad649a9-bc11-4afa-8b65-c155ea2f2a07	ResourceSO	ExpOrb	Orb Xp
4b1bb2de-723a-4360-827c-8e4483f3ff8d	IntVariable	WorldAspectSlots	World Aspect Slot
4b25f517-7a6b-4e14-a644-efbe659f6c0d	ResourceSO	WoodenSupports	Wooden Supports
4b3beb9e-5ffa-4c54-bb1a-1936427245f4	UpgradeSO	LearnAmulets	Learn Amulets
4b4e1bf3-1bd6-43ac-a3ce-8ab2fcb7a828	StructureSO	Torrential	Torrential
4b4ebfc6-8cd9-488c-a117-2a0a749967dd	TimeRuneSO	TimeCapacityTempo	Capacity Tempo
4b5735bc-7278-4ce7-bbe0-a288e529a55b	DoubleVariable	PowerBuildPenalty	Power Build Penalty
4b6a0964-450a-4289-8e60-b8017f95837b	ConsumableSO	ThreadsOfGrowth	Threads of Growth
4bb8af50-fc7d-44a7-b1fc-937c390f8aec	ConsumableSO	ScrollPower	Scroll of Power
4bce104a-1b0a-47de-b169-3e64bf8c72b3	ModifierListVariable	SpellDuration
4bf7588f-92c6-457e-8b43-59cc02b526e9	UpgradeSO	LearnDismantle	Learn Dismantle
4c1f5817-a492-4c0e-9e31-304c84a80a69	AlchemyRecipeSO	TransmuteForceBark	Transmute Force Bark
4c48e894-549b-4f71-810a-01f80c61de23	LocalizedStringSO	AlchemyText
4c51c4ac-9413-456b-8194-5cdfd27c0e56	KeyBindingVariable	GoToAugments	Go To Augments
4c80686f-9fff-455a-8082-d4d5677b560f	KeyBindingVariable	TabDown	Tab Down
4c81dfc1-17c3-4fbd-8774-03edb6f6a437	StructureSO	Attunement	Attunement
4c823b46-9252-4f38-8841-270abff4e057	AttributeSO	PlotNodeGrowing	Growing
4c85fb60-97de-4d43-9a8a-1ca99c3a13de	UpgradeSO	AttunementControl	Attunement Control
4ca299cd-6ed5-4970-8bab-b20f0f30fd8f	KeyBindingVariable	GoToResearch	Go To Research
4cb62b49-1469-4b04-b64d-1714ca71060d	ResourceTypeSO	EssenceResourceType	Essence
4ccaea4d-ea5e-4d55-8d5f-65a0c134dccb	AttributeSO	Enchantments	Enchantments
4cd39f4d-9052-43e8-aa8d-17ab7074e4d0	ViewSO	ScholarScholarism	Scholar
4ce8aac5-e93e-4391-8822-ee6f32d696dc	UpgradeSO	SoulControl	Soul Control
4cea4f9d-79f7-46a7-b273-ff7afd4eb130	ScalingWeightSO	PlotNodePassiveSpecial
4d245563-f524-479b-8079-3f8a5d5c2bfd	AlchemyRecipeSO	RefineSoulshards	Refine Soulshards
4d2a6a8b-a291-4b32-8216-292c69e3016a	RecipeBookSO	HelmRecipeBook	Helm
4d6cf429-c9a5-4d9f-ae36-18f89a785f69	AchievementSO	MasterDragon	Master Dragon
4d9b799f-b155-48e1-91e8-457a7414a73d	UpgradeSO	UpgradeGlyphs	Upgrade Glyphs
4da39fb6-68af-453c-9c21-f8428f3f902a	AttributeSO	ResourceRally	Resource Rally
4db0bce1-05f7-45a0-893f-b339d6e63b9a	UpgradeSO	MysticOre	Grounded Mystic
4dc9302c-27b2-4735-ad17-db1105195c24	UpgradeSO	ShapeLandMining	Shape Craggy Spire
4dd4e062-2015-4809-a50f-f37647bda339	ResourceSO	PotionToxicity	Toxicity
4df1b336-669c-401f-9426-317ed67fc16d	AlchemyRecipeSO	LearningMental	Mental Learning
4e21a048-e1b0-4e46-b673-680a081d9998	ViewSO	InventoryDiscardMode	Inventory Discard Mode
4e28b65d-f552-410b-a846-46a7e8db5cb6	LocalizedStringSO	AttributeGroupModifierText
4e2ecf70-63b1-459a-b161-3bdb79d21a37	ConsumableSO	DimensionalDurian	Dimensional Durian
4ea4853e-c74c-4083-9c9e-50ab50805796	ChallengeSO	FocusImprovedTransmutations	Focus: Improved Transmutations
4eb22f5b-a192-4379-9fe7-e5d810591d65	ModifierListVariable	DiscoveryTreeCostInfiniteLarge
4eb41b81-1103-49aa-ace4-11f9b5533e46	AttributeSO	BonusLevelsResearch	Bonus Levels
4ec03d19-3df7-4ea2-bfd6-616f807c5383	EquipmentTypeSO	HolyEquipmentType	Holy
4ee6b1e1-1e7f-4a3b-9b3f-9ebc5a9339f1	ConsumableSO	BlitzBerry	Blitz Berry
4f426c41-62ae-4540-8f2c-d4282e1b4341	ModifierListVariable	XpPage
4f5a6e63-837a-415d-9421-4b8e28e6307a	AttributeSO	DiscoveryTreeRunecraft	Runecraft
4f5c6f48-adf2-41ad-b520-9876fc2648ff	AdvancementSO	AdvTimeStudiousBoost	Studious Boost
4f652d05-d7fb-4bc2-ac01-2f37cfdea0db	KeyBindingVariable	GoToAlchemy	Go To Alchemy
4f66d694-f256-439e-a09a-d94801114471	StructureSO	WizardsAura	Wizard's Aura
4f7877cd-6cfa-45ef-8246-ee19e5a9b40b	RecipeBookSO	TemperedRecipeBook	Tempered
4f94cf9f-2d9e-4033-b436-1562bc6d92eb	TimeRuneSO	TimeGeneralistScaling	Generalist Scaling
4f9a0aba-7c9b-4703-a280-0e70b3436727	AchievementSO	PerfectResources	Perfect Resources
4fb31bbd-8b44-423e-8851-e8ae91095260	ScalingWeightSO	PotionAugEffect
4fb86819-3549-4a2d-bd19-c83264c75af7	FilterVariable	AlchemyRecipeFilter
4fc00b7c-2920-4131-a2bd-ca1e2efe5492	PassiveAbilitySO	CrucibleStaffPassive	Crucible Staff
4fc74286-cf5a-49f4-a057-069c1cbab2fe	PassiveAbilitySO	MomentumTokenPassive	Momentum
4fc7fbc8-8689-44a0-8ca1-71684b23b0eb	AttributeSO	RatingUpgradeInfo	Rating Change
4ff4d6f0-3e60-4a94-88ba-87464fbaefc6	PlotNodeActionSO	PNAForceTreeHarvest	Chop Down Force Tree
4ffa121b-79d0-469f-9bd1-e3fed0f04ac9	StructureSO	Emanation	Emanation
4ffba2a1-09b4-479f-8772-7aaa228cf157	PassiveAbilitySO	ReflectiveBloomingLearning	Bloomed Learning
503a9bc1-f2c6-4276-873f-ebc0e5729f7c	ScalingWeightSO	SpellEffectAugResource
50462b86-9ac7-4351-8b53-bf8b6409ff4f	ResearchSO	ImprovedMetabolism	Improved Metabolism
50596043-074a-4ee2-b471-cd0279693768	ResourceSO	PointsMaterialFree	Free Materials Upgrade
505da5f4-ac39-4476-9d06-63c8a2451035	PrerequisiteLinkSO	TimerWorld
50605aba-eb4e-4afc-a62a-963d5b23639c	DoubleVariable	SpellExperienceRate	Spell Experience Rate
50784959-20af-4f76-9f00-96cccfc55e2d	AttributeSO	TechnologyTree	Technology Tree
50b6f382-f669-4f45-b156-4781c589d5fe	ChallengeSO	SpecializationExpansion	Specialization: Expansion
50dee667-dec4-47d3-9d9f-f43dd547d5c0	AttributeSO	Generation	Generation
50e9ab2f-1940-4a8e-af85-e38ff51902bb	LocalizedStringSO	Targeting
510bca3e-bf92-4bbd-b65d-7bbd0a2b5a15	PassiveAbilitySO	NatureAffinityTokenPassive	Nature Affinity
51122a88-d37e-4590-9bf9-04d9fbf7699e	ResourceSO	Beacon	Beacon
51263b0f-3d52-4faa-a27a-0ca094c7fd09	DoubleVariable	AutoPurchaseRate	Auto-Learn Rate
512c9ca7-87d1-4ede-8117-fba7f19f494e	ViewSO	IsInCombat	Is In Combat
51764ba3-a4cb-4931-83a0-a7f55ef741ce	LocalizedStringSO	DamageType
